ID,Actual_Address,Actual_Longitude,Actual_Latitude,Matched_Address,Matched_Longitude,Matched_Latitude,Geodetic_Distance_m
2610,Actual Address 2610,Actual Long 2610,Actual Lat 2610,Matched Address 2610,Matched Long 2610,Matched Lat 2610,2
2611,Actual Address 2611,Actual Long 2611,Actual Lat 2611,Matched Address 2611,Matched Long 2611,Matched Lat 2611,6
2612,Actual Address 2612,Actual Long 2612,Actual Lat 2612,Matched Address 2612,Matched Long 2612,Matched Lat 2612,18
2613,Actual Address 2613,Actual Long 2613,Actual Lat 2613,Matched Address 2613,Matched Long 2613,Matched Lat 2613,14
2614,Actual Address 2614,Actual Long 2614,Actual Lat 2614,Matched Address 2614,Matched Long 2614,Matched Lat 2614,3
2615,Actual Address 2615,Actual Long 2615,Actual Lat 2615,Matched Address 2615,Matched Long 2615,Matched Lat 2615,2
2616,Actual Address 2616,Actual Long 2616,Actual Lat 2616,Matched Address 2616,Matched Long 2616,Matched Lat 2616,23
2617,Actual Address 2617,Actual Long 2617,Actual Lat 2617,Matched Address 2617,Matched Long 2617,Matched Lat 2617,12
2618,Actual Address 2618,Actual Long 2618,Actual Lat 2618,Matched Address 2618,Matched Long 2618,Matched Lat 2618,12
2619,Actual Address 2619,Actual Long 2619,Actual Lat 2619,Matched Address 2619,Matched Long 2619,Matched Lat 2619,165
2620,Actual Address 2620,Actual Long 2620,Actual Lat 2620,Matched Address 2620,Matched Long 2620,Matched Lat 2620,9
2621,Actual Address 2621,Actual Long 2621,Actual Lat 2621,Matched Address 2621,Matched Long 2621,Matched Lat 2621,14
2622,Actual Address 2622,Actual Long 2622,Actual Lat 2622,Matched Address 2622,Matched Long 2622,Matched Lat 2622,6
2623,Actual Address 2623,Actual Long 2623,Actual Lat 2623,Matched Address 2623,Matched Long 2623,Matched Lat 2623,31
2624,Actual Address 2624,Actual Long 2624,Actual Lat 2624,Matched Address 2624,Matched Long 2624,Matched Lat 2624,17
2625,Actual Address 2625,Actual Long 2625,Actual Lat 2625,Matched Address 2625,Matched Long 2625,Matched Lat 2625,20
2626,Actual Address 2626,Actual Long 2626,Actual Lat 2626,Matched Address 2626,Matched Long 2626,Matched Lat 2626,32
2627,Actual Address 2627,Actual Long 2627,Actual Lat 2627,Matched Address 2627,Matched Long 2627,Matched Lat 2627,13
2628,Actual Address 2628,Actual Long 2628,Actual Lat 2628,Matched Address 2628,Matched Long 2628,Matched Lat 2628,11
2629,Actual Address 2629,Actual Long 2629,Actual Lat 2629,Matched Address 2629,Matched Long 2629,Matched Lat 2629,22
2630,Actual Address 2630,Actual Long 2630,Actual Lat 2630,Matched Address 2630,Matched Long 2630,Matched Lat 2630,204
2631,Actual Address 2631,Actual Long 2631,Actual Lat 2631,Matched Address 2631,Matched Long 2631,Matched Lat 2631,17
2632,Actual Address 2632,Actual Long 2632,Actual Lat 2632,Matched Address 2632,Matched Long 2632,Matched Lat 2632,9
2633,Actual Address 2633,Actual Long 2633,Actual Lat 2633,Matched Address 2633,Matched Long 2633,Matched Lat 2633,1244
2634,Actual Address 2634,Actual Long 2634,Actual Lat 2634,Matched Address 2634,Matched Long 2634,Matched Lat 2634,19
2635,Actual Address 2635,Actual Long 2635,Actual Lat 2635,Matched Address 2635,Matched Long 2635,Matched Lat 2635,12
2636,Actual Address 2636,Actual Long 2636,Actual Lat 2636,Matched Address 2636,Matched Long 2636,Matched Lat 2636,11
2637,Actual Address 2637,Actual Long 2637,Actual Lat 2637,Matched Address 2637,Matched Long 2637,Matched Lat 2637,15
2638,Actual Address 2638,Actual Long 2638,Actual Lat 2638,Matched Address 2638,Matched Long 2638,Matched Lat 2638,368
2639,Actual Address 2639,Actual Long 2639,Actual Lat 2639,Matched Address 2639,Matched Long 2639,Matched Lat 2639,10
2640,Actual Address 2640,Actual Long 2640,Actual Lat 2640,Matched Address 2640,Matched Long 2640,Matched Lat 2640,13
2641,Actual Address 2641,Actual Long 2641,Actual Lat 2641,Matched Address 2641,Matched Long 2641,Matched Lat 2641,11
2642,Actual Address 2642,Actual Long 2642,Actual Lat 2642,Matched Address 2642,Matched Long 2642,Matched Lat 2642,150
2643,Actual Address 2643,Actual Long 2643,Actual Lat 2643,Matched Address 2643,Matched Long 2643,Matched Lat 2643,11
2644,Actual Address 2644,Actual Long 2644,Actual Lat 2644,Matched Address 2644,Matched Long 2644,Matched Lat 2644,17
2645,Actual Address 2645,Actual Long 2645,Actual Lat 2645,Matched Address 2645,Matched Long 2645,Matched Lat 2645,76
2646,Actual Address 2646,Actual Long 2646,Actual Lat 2646,Matched Address 2646,Matched Long 2646,Matched Lat 2646,16
2647,Actual Address 2647,Actual Long 2647,Actual Lat 2647,Matched Address 2647,Matched Long 2647,Matched Lat 2647,19
2648,Actual Address 2648,Actual Long 2648,Actual Lat 2648,Matched Address 2648,Matched Long 2648,Matched Lat 2648,14
2649,Actual Address 2649,Actual Long 2649,Actual Lat 2649,Matched Address 2649,Matched Long 2649,Matched Lat 2649,14
2650,Actual Address 2650,Actual Long 2650,Actual Lat 2650,Matched Address 2650,Matched Long 2650,Matched Lat 2650,54
2651,Actual Address 2651,Actual Long 2651,Actual Lat 2651,Matched Address 2651,Matched Long 2651,Matched Lat 2651,217
2652,Actual Address 2652,Actual Long 2652,Actual Lat 2652,Matched Address 2652,Matched Long 2652,Matched Lat 2652,247
2653,Actual Address 2653,Actual Long 2653,Actual Lat 2653,Matched Address 2653,Matched Long 2653,Matched Lat 2653,1
2654,Actual Address 2654,Actual Long 2654,Actual Lat 2654,Matched Address 2654,Matched Long 2654,Matched Lat 2654,13
2655,Actual Address 2655,Actual Long 2655,Actual Lat 2655,Matched Address 2655,Matched Long 2655,Matched Lat 2655,107
2656,Actual Address 2656,Actual Long 2656,Actual Lat 2656,Matched Address 2656,Matched Long 2656,Matched Lat 2656,7
2657,Actual Address 2657,Actual Long 2657,Actual Lat 2657,Matched Address 2657,Matched Long 2657,Matched Lat 2657,14
2658,Actual Address 2658,Actual Long 2658,Actual Lat 2658,Matched Address 2658,Matched Long 2658,Matched Lat 2658,12
2659,Actual Address 2659,Actual Long 2659,Actual Lat 2659,Matched Address 2659,Matched Long 2659,Matched Lat 2659,11
2660,Actual Address 2660,Actual Long 2660,Actual Lat 2660,Matched Address 2660,Matched Long 2660,Matched Lat 2660,16
2661,Actual Address 2661,Actual Long 2661,Actual Lat 2661,Matched Address 2661,Matched Long 2661,Matched Lat 2661,37
2662,Actual Address 2662,Actual Long 2662,Actual Lat 2662,Matched Address 2662,Matched Long 2662,Matched Lat 2662,9
2663,Actual Address 2663,Actual Long 2663,Actual Lat 2663,Matched Address 2663,Matched Long 2663,Matched Lat 2663,265
2664,Actual Address 2664,Actual Long 2664,Actual Lat 2664,Matched Address 2664,Matched Long 2664,Matched Lat 2664,156
2665,Actual Address 2665,Actual Long 2665,Actual Lat 2665,Matched Address 2665,Matched Long 2665,Matched Lat 2665,227
2666,Actual Address 2666,Actual Long 2666,Actual Lat 2666,Matched Address 2666,Matched Long 2666,Matched Lat 2666,8
2667,Actual Address 2667,Actual Long 2667,Actual Lat 2667,Matched Address 2667,Matched Long 2667,Matched Lat 2667,17
2668,Actual Address 2668,Actual Long 2668,Actual Lat 2668,Matched Address 2668,Matched Long 2668,Matched Lat 2668,14
2669,Actual Address 2669,Actual Long 2669,Actual Lat 2669,Matched Address 2669,Matched Long 2669,Matched Lat 2669,14
2670,Actual Address 2670,Actual Long 2670,Actual Lat 2670,Matched Address 2670,Matched Long 2670,Matched Lat 2670,30
2671,Actual Address 2671,Actual Long 2671,Actual Lat 2671,Matched Address 2671,Matched Long 2671,Matched Lat 2671,21
2672,Actual Address 2672,Actual Long 2672,Actual Lat 2672,Matched Address 2672,Matched Long 2672,Matched Lat 2672,26
2673,Actual Address 2673,Actual Long 2673,Actual Lat 2673,Matched Address 2673,Matched Long 2673,Matched Lat 2673,20
2674,Actual Address 2674,Actual Long 2674,Actual Lat 2674,Matched Address 2674,Matched Long 2674,Matched Lat 2674,8
2675,Actual Address 2675,Actual Long 2675,Actual Lat 2675,Matched Address 2675,Matched Long 2675,Matched Lat 2675,21
2676,Actual Address 2676,Actual Long 2676,Actual Lat 2676,Matched Address 2676,Matched Long 2676,Matched Lat 2676,10
2677,Actual Address 2677,Actual Long 2677,Actual Lat 2677,Matched Address 2677,Matched Long 2677,Matched Lat 2677,6
2678,Actual Address 2678,Actual Long 2678,Actual Lat 2678,Matched Address 2678,Matched Long 2678,Matched Lat 2678,17
2679,Actual Address 2679,Actual Long 2679,Actual Lat 2679,Matched Address 2679,Matched Long 2679,Matched Lat 2679,4
2680,Actual Address 2680,Actual Long 2680,Actual Lat 2680,Matched Address 2680,Matched Long 2680,Matched Lat 2680,17
2681,Actual Address 2681,Actual Long 2681,Actual Lat 2681,Matched Address 2681,Matched Long 2681,Matched Lat 2681,13
2682,Actual Address 2682,Actual Long 2682,Actual Lat 2682,Matched Address 2682,Matched Long 2682,Matched Lat 2682,50
2683,Actual Address 2683,Actual Long 2683,Actual Lat 2683,Matched Address 2683,Matched Long 2683,Matched Lat 2683,15
2684,Actual Address 2684,Actual Long 2684,Actual Lat 2684,Matched Address 2684,Matched Long 2684,Matched Lat 2684,19
2685,Actual Address 2685,Actual Long 2685,Actual Lat 2685,Matched Address 2685,Matched Long 2685,Matched Lat 2685,12
2686,Actual Address 2686,Actual Long 2686,Actual Lat 2686,Matched Address 2686,Matched Long 2686,Matched Lat 2686,9
2687,Actual Address 2687,Actual Long 2687,Actual Lat 2687,Matched Address 2687,Matched Long 2687,Matched Lat 2687,23
2688,Actual Address 2688,Actual Long 2688,Actual Lat 2688,Matched Address 2688,Matched Long 2688,Matched Lat 2688,1293
2689,Actual Address 2689,Actual Long 2689,Actual Lat 2689,Matched Address 2689,Matched Long 2689,Matched Lat 2689,11
2690,Actual Address 2690,Actual Long 2690,Actual Lat 2690,Matched Address 2690,Matched Long 2690,Matched Lat 2690,2
2691,Actual Address 2691,Actual Long 2691,Actual Lat 2691,Matched Address 2691,Matched Long 2691,Matched Lat 2691,190
2692,Actual Address 2692,Actual Long 2692,Actual Lat 2692,Matched Address 2692,Matched Long 2692,Matched Lat 2692,65
2693,Actual Address 2693,Actual Long 2693,Actual Lat 2693,Matched Address 2693,Matched Long 2693,Matched Lat 2693,16
2694,Actual Address 2694,Actual Long 2694,Actual Lat 2694,Matched Address 2694,Matched Long 2694,Matched Lat 2694,14
2695,Actual Address 2695,Actual Long 2695,Actual Lat 2695,Matched Address 2695,Matched Long 2695,Matched Lat 2695,8
2696,Actual Address 2696,Actual Long 2696,Actual Lat 2696,Matched Address 2696,Matched Long 2696,Matched Lat 2696,12
2697,Actual Address 2697,Actual Long 2697,Actual Lat 2697,Matched Address 2697,Matched Long 2697,Matched Lat 2697,8
2698,Actual Address 2698,Actual Long 2698,Actual Lat 2698,Matched Address 2698,Matched Long 2698,Matched Lat 2698,11
2699,Actual Address 2699,Actual Long 2699,Actual Lat 2699,Matched Address 2699,Matched Long 2699,Matched Lat 2699,226
2700,Actual Address 2700,Actual Long 2700,Actual Lat 2700,Matched Address 2700,Matched Long 2700,Matched Lat 2700,8
2701,Actual Address 2701,Actual Long 2701,Actual Lat 2701,Matched Address 2701,Matched Long 2701,Matched Lat 2701,1116
2702,Actual Address 2702,Actual Long 2702,Actual Lat 2702,Matched Address 2702,Matched Long 2702,Matched Lat 2702,22
2703,Actual Address 2703,Actual Long 2703,Actual Lat 2703,Matched Address 2703,Matched Long 2703,Matched Lat 2703,11
2704,Actual Address 2704,Actual Long 2704,Actual Lat 2704,Matched Address 2704,Matched Long 2704,Matched Lat 2704,20
2705,Actual Address 2705,Actual Long 2705,Actual Lat 2705,Matched Address 2705,Matched Long 2705,Matched Lat 2705,2
2706,Actual Address 2706,Actual Long 2706,Actual Lat 2706,Matched Address 2706,Matched Long 2706,Matched Lat 2706,8
2707,Actual Address 2707,Actual Long 2707,Actual Lat 2707,Matched Address 2707,Matched Long 2707,Matched Lat 2707,16
2708,Actual Address 2708,Actual Long 2708,Actual Lat 2708,Matched Address 2708,Matched Long 2708,Matched Lat 2708,760
2709,Actual Address 2709,Actual Long 2709,Actual Lat 2709,Matched Address 2709,Matched Long 2709,Matched Lat 2709,256
2710,Actual Address 2710,Actual Long 2710,Actual Lat 2710,Matched Address 2710,Matched Long 2710,Matched Lat 2710,6
2711,Actual Address 2711,Actual Long 2711,Actual Lat 2711,Matched Address 2711,Matched Long 2711,Matched Lat 2711,10
2712,Actual Address 2712,Actual Long 2712,Actual Lat 2712,Matched Address 2712,Matched Long 2712,Matched Lat 2712,14
2713,Actual Address 2713,Actual Long 2713,Actual Lat 2713,Matched Address 2713,Matched Long 2713,Matched Lat 2713,11
2714,Actual Address 2714,Actual Long 2714,Actual Lat 2714,Matched Address 2714,Matched Long 2714,Matched Lat 2714,18
2715,Actual Address 2715,Actual Long 2715,Actual Lat 2715,Matched Address 2715,Matched Long 2715,Matched Lat 2715,16
2716,Actual Address 2716,Actual Long 2716,Actual Lat 2716,Matched Address 2716,Matched Long 2716,Matched Lat 2716,5
2717,Actual Address 2717,Actual Long 2717,Actual Lat 2717,Matched Address 2717,Matched Long 2717,Matched Lat 2717,2
2718,Actual Address 2718,Actual Long 2718,Actual Lat 2718,Matched Address 2718,Matched Long 2718,Matched Lat 2718,10
2719,Actual Address 2719,Actual Long 2719,Actual Lat 2719,Matched Address 2719,Matched Long 2719,Matched Lat 2719,189
2720,Actual Address 2720,Actual Long 2720,Actual Lat 2720,Matched Address 2720,Matched Long 2720,Matched Lat 2720,10
2721,Actual Address 2721,Actual Long 2721,Actual Lat 2721,Matched Address 2721,Matched Long 2721,Matched Lat 2721,17
2722,Actual Address 2722,Actual Long 2722,Actual Lat 2722,Matched Address 2722,Matched Long 2722,Matched Lat 2722,143
2723,Actual Address 2723,Actual Long 2723,Actual Lat 2723,Matched Address 2723,Matched Long 2723,Matched Lat 2723,155
2724,Actual Address 2724,Actual Long 2724,Actual Lat 2724,Matched Address 2724,Matched Long 2724,Matched Lat 2724,16
2725,Actual Address 2725,Actual Long 2725,Actual Lat 2725,Matched Address 2725,Matched Long 2725,Matched Lat 2725,21
2726,Actual Address 2726,Actual Long 2726,Actual Lat 2726,Matched Address 2726,Matched Long 2726,Matched Lat 2726,9
2727,Actual Address 2727,Actual Long 2727,Actual Lat 2727,Matched Address 2727,Matched Long 2727,Matched Lat 2727,22
2728,Actual Address 2728,Actual Long 2728,Actual Lat 2728,Matched Address 2728,Matched Long 2728,Matched Lat 2728,59
2729,Actual Address 2729,Actual Long 2729,Actual Lat 2729,Matched Address 2729,Matched Long 2729,Matched Lat 2729,12
2730,Actual Address 2730,Actual Long 2730,Actual Lat 2730,Matched Address 2730,Matched Long 2730,Matched Lat 2730,211
2731,Actual Address 2731,Actual Long 2731,Actual Lat 2731,Matched Address 2731,Matched Long 2731,Matched Lat 2731,11
2732,Actual Address 2732,Actual Long 2732,Actual Lat 2732,Matched Address 2732,Matched Long 2732,Matched Lat 2732,41
2733,Actual Address 2733,Actual Long 2733,Actual Lat 2733,Matched Address 2733,Matched Long 2733,Matched Lat 2733,13
2734,Actual Address 2734,Actual Long 2734,Actual Lat 2734,Matched Address 2734,Matched Long 2734,Matched Lat 2734,11
2735,Actual Address 2735,Actual Long 2735,Actual Lat 2735,Matched Address 2735,Matched Long 2735,Matched Lat 2735,11
2736,Actual Address 2736,Actual Long 2736,Actual Lat 2736,Matched Address 2736,Matched Long 2736,Matched Lat 2736,107
2737,Actual Address 2737,Actual Long 2737,Actual Lat 2737,Matched Address 2737,Matched Long 2737,Matched Lat 2737,7
2738,Actual Address 2738,Actual Long 2738,Actual Lat 2738,Matched Address 2738,Matched Long 2738,Matched Lat 2738,7
2739,Actual Address 2739,Actual Long 2739,Actual Lat 2739,Matched Address 2739,Matched Long 2739,Matched Lat 2739,102
2740,Actual Address 2740,Actual Long 2740,Actual Lat 2740,Matched Address 2740,Matched Long 2740,Matched Lat 2740,11
2741,Actual Address 2741,Actual Long 2741,Actual Lat 2741,Matched Address 2741,Matched Long 2741,Matched Lat 2741,19
2742,Actual Address 2742,Actual Long 2742,Actual Lat 2742,Matched Address 2742,Matched Long 2742,Matched Lat 2742,9
2743,Actual Address 2743,Actual Long 2743,Actual Lat 2743,Matched Address 2743,Matched Long 2743,Matched Lat 2743,37
2744,Actual Address 2744,Actual Long 2744,Actual Lat 2744,Matched Address 2744,Matched Long 2744,Matched Lat 2744,13
2745,Actual Address 2745,Actual Long 2745,Actual Lat 2745,Matched Address 2745,Matched Long 2745,Matched Lat 2745,3
2746,Actual Address 2746,Actual Long 2746,Actual Lat 2746,Matched Address 2746,Matched Long 2746,Matched Lat 2746,12
2747,Actual Address 2747,Actual Long 2747,Actual Lat 2747,Matched Address 2747,Matched Long 2747,Matched Lat 2747,26
2748,Actual Address 2748,Actual Long 2748,Actual Lat 2748,Matched Address 2748,Matched Long 2748,Matched Lat 2748,7
2749,Actual Address 2749,Actual Long 2749,Actual Lat 2749,Matched Address 2749,Matched Long 2749,Matched Lat 2749,4
2750,Actual Address 2750,Actual Long 2750,Actual Lat 2750,Matched Address 2750,Matched Long 2750,Matched Lat 2750,185
2751,Actual Address 2751,Actual Long 2751,Actual Lat 2751,Matched Address 2751,Matched Long 2751,Matched Lat 2751,7
2752,Actual Address 2752,Actual Long 2752,Actual Lat 2752,Matched Address 2752,Matched Long 2752,Matched Lat 2752,8
2753,Actual Address 2753,Actual Long 2753,Actual Lat 2753,Matched Address 2753,Matched Long 2753,Matched Lat 2753,72
2754,Actual Address 2754,Actual Long 2754,Actual Lat 2754,Matched Address 2754,Matched Long 2754,Matched Lat 2754,8
2755,Actual Address 2755,Actual Long 2755,Actual Lat 2755,Matched Address 2755,Matched Long 2755,Matched Lat 2755,15
2756,Actual Address 2756,Actual Long 2756,Actual Lat 2756,Matched Address 2756,Matched Long 2756,Matched Lat 2756,13
2757,Actual Address 2757,Actual Long 2757,Actual Lat 2757,Matched Address 2757,Matched Long 2757,Matched Lat 2757,1365
2758,Actual Address 2758,Actual Long 2758,Actual Lat 2758,Matched Address 2758,Matched Long 2758,Matched Lat 2758,35
2759,Actual Address 2759,Actual Long 2759,Actual Lat 2759,Matched Address 2759,Matched Long 2759,Matched Lat 2759,8
2760,Actual Address 2760,Actual Long 2760,Actual Lat 2760,Matched Address 2760,Matched Long 2760,Matched Lat 2760,3
2761,Actual Address 2761,Actual Long 2761,Actual Lat 2761,Matched Address 2761,Matched Long 2761,Matched Lat 2761,91
2762,Actual Address 2762,Actual Long 2762,Actual Lat 2762,Matched Address 2762,Matched Long 2762,Matched Lat 2762,9
2763,Actual Address 2763,Actual Long 2763,Actual Lat 2763,Matched Address 2763,Matched Long 2763,Matched Lat 2763,82
